Text,Sentiment
Good Phone but one drowback call recording voice alart and auto call not record all numbers,Positive
Phone is doing well using from Last 15 days no issues battery back up full day and fast charging 100% in 35mints. Overall good one value for money.,Positive
Best phone under this price pointThnx one plusReally we never settle ⚡Camera is wonderful 😍Display is good 💌Battery is also good ✨Phone hi gjb hai bhai ❣️,Positive
"I bought this phone during the Monsoon carnival. My budget was around 20k and I wanted to try OnePlus for the first time. After 20 days of usage, I feel the phone is genuinely good to use. The Screen Refresh rate is 120hz, pretty smooth and quick. Camera is decent as well, not the best of course but does the job tbh. Rest all features are good and one won't be dissatisfied. I'm super angry with Amazon's exchange service. I had requested an exchange for my old samsung device. I had an 4400 off the purchase price. But the delivery agent rejected the phone exchange. Phone is still working fine, it just had some scratch on the back due to wear and tear which is normal. But it was rejected and I had to pay the difference. Worst exchange service ever. Will never again order a phone from Amazon.",Positive
Oneplus is always best!!!,Positive
Awesome,Positive
Phone is good perfomance is good camera is. Decent and battery backup is average i have this phone rs..18999 best price one plus is good phone i am happy,Positive
My phone tach folt hySaod foltDisplay folt hy,Neutral
like the product,Neutral
So far having a good experience,Positive
Not upto the price range battery life is weak,Negative
Camera quality is not good battery and finger print ok,Positive
As per market popularity of one plus not Good,Negative
"except for the camera quality, everything is very fine.  Overall in this range good phone.",Positive
Nice device from Amazon,Positive
OnePlus Nord ce2 good smart phone. Performance good.,Positive
I bought this for my wife and she loves it.,Neutral
Camera was not up up to the mark,Neutral
Nice phone,Positive
The phone is fine but the camera could have been better and the display too...The price should have been a little lower.,Positive
Just an average phone like others.Not as expected as one+,Negative
Amazing phone..... quality is aswom....camera is to good.....,Positive
Default video call not supported. We need any apps to use video call feature.. other one plus model support video call feature. This phone not supporting it.,Negative
"Phone is not up to the mark, it's bettery dying very fast and overall phone is not good. If I can return kindly accept and refund my amount",Positive
"Other than front camera, everything is good",Positive
Specs are good,Positive
Camera quality is not good,Negative
Working good ✅,Positive
excellent,Positive
All features runs very smooth. Camera is awesome.Battery is very powerful.,Positive
Overall Nice,Positive
Nice phone .,Positive
"The media could not be loaded.
                



 Good",Positive
"Here are some important points that I noticed about the smartphone :1. Best Operating system after iPhone so you and ur data is safe. Those who do all their banking transactions through mobile, understand it's need. Plus 3 years security update. That's really great thing.2. Camera is good enough. Sharp and zoom is really good.3. AMOLED display is amazing. Difference noticed while watching movies on Amazon Prime, Netflix etc. It's super.4. No DTS however phone sound is quite loud. Can take calls on loudspeaker without any issue.5. No complaint in speed. I don't play games however tried and it did not disappoint me.6. No heating issue. Heats little bit while charging and it's obvious as it's 120 W, I believe. Charges mobile to 40% in just 10-15 minutes...7. 2 years warranty. Seems like company is pretty sure, it won't brake down.Conclusion: at this cost getting best OS and happy with that. Rest are not so important for me however phone did well on all areas.I am thankful to the seller for providing me the phone in best condition and I thank Amazon for free and fast delivery.",Positive
"Phone is good, software & camera quality is also good but a minor problem is that the side panels of mobile phone are not scratche proof after using only 20 days i have small small tiny spots on side panel & the back side quality is also poor if you have your bike key & Mobile phone in same pocket then it can make scratches on back side , not happy at all😑",Positive
Good👌,Neutral
Amazing Phone,Positive
Don't received the bill of my product,Neutral
Camera no quality,Neutral
Good product,Positive
Nice product 👍,Positive
Average performance seen in the first 7 days of usage. Battery doesn't seem to perform like a 5000mah. Discharges much faster than expected,Positive
Good Mobile with quick features,Positive
Normally,Positive
Normal photo,Positive
Nahi h,Neutral
The media could not be loaded.,Neutral
Good Performance and this price range best phone,Positive
Definitely a good decision to buy over all somany new features are there in this mobile. Watch a video on YouTube to activate advance features.,Positive
Good Quality,Positive
Best camera quality camera,Positive
Fabulous mobile.,Positive
Good,Positive
Very good battery life camera quality is beyond my expectations fingerprints facelock everything about this phone is bestPlease go for itValue for money,Positive
This phone is just an amazing piece in this price segment talking about battery camera processor I guess its one of the best phones under 20k,Positive
RAM performance is not quite up to the mark.I can see phone lagging in normal day to day use also.,Positive
Very nice phone please use it don’t go to higher price,Positive
Waah,Neutral
Great,Positive
Very nice phone,Positive
Finger imitate work also battery and cemra i have feeling better.so i have suggestion under 20k is very better phone,Positive
"The media could not be loaded.
                



 Good",Positive
Best phone in this budget,Positive
Camera is ok,Positive
"The media could not be loaded.
                



 Good smartphone. Oneplus brand will never disappoint for battery, features and camera.",Positive
ncie,Neutral
Do buy only if you want one plus tag....else you can get better phones at this price.,Positive
Camera quality is excellent,Positive
"Over all the phone is ok. Charging and battery is mind blowing. 20-100% charge in jst 15 mins😯😯. Smooth functioning of phone.  Inbuilt music player is lacking, u have to download III party app for it. Speaker performance is very bad. Very very low voice with speaker on. Switching off and on is not the solution. Call shows wifi call always when connected.",Negative
Good,Positive
The media could not be loaded.,Neutral
Awesome phone must buy,Positive
"Phone is average when comparing to the other competitors of same price range.Good finger print reader, smooth,bad camera,",Negative
Display look like an average speed.It's look like a 10000 phone .Don't buy this phone.,Negative
Using it for the past 3 months and performance have been goodCharging is the best factor here where it charges very fast.,Positive
Phone is very good and excellent camera I love this,Positive
All are good .But resolution slightly low and battery Charge low,Positive
"I like OnePlus CE2 Lite after using a month, I satisfied with battery and camera performance and it's worth at its price and never expected the overall performance before bought this mobile.",Positive
"Overall, good performance but there should be more smoothness...Battery- goodCamera- moderateProcessor- goodDisplay- goodRefresh rate- good but not give full performanceDesign- good but not fit in handPrice-19999 good",Positive
"The media could not be loaded.
                



 Decent product in this price range with superb battery backup. Looks beautiful and elegant, initial performance is good for a normal user, I am not recommended this for gaming and yah back and front camera is amazing..",Positive
Battery life,Neutral
"Not upto the mark.Sailent features like music player, automatic pdf generator,photo collage and some of the features not available compare with Vivo mobiles.finally disappointed",Negative
Good,Positive
"Nice and excellent product looks very assume, nice camera captures, battery consumption very less. Over all Good product.",Positive
"At this price range may be we have more options, but as a brand name i didn't feel the quality. Body pannel is OK, could have more better.Camera quality is not all upto that mark. Need more refinement.ORJust decrease the price to 15K, then its justified to buy.",Positive
Using this mobile more than a month. Felling premium phone . Overall best in this range.,Positive
I am writing this review after using the phone for a week. The phone and it's performance is awesome camera is also gud there are many hidden features which needs to be searched in YouTube or Google. The charging speed is very good. I have rated 4 stars only bcoz of battery life is not upto mark of we use the phone regularly battery wil last long for one day. Over all in this budget it's an good phone to buy.,Positive
Think twice before purchasing this mobile. Don't tempt with fast charging. It is fast draining also. How about changing your mobile 100% twice a day.,Positive
Everything is great,Positive
writing this after using 3-4 monthscamera : 2/10bttry : 4/10brand value : 5/10build quality: ek baar gira to khatam,Neutral
"Really awesome.Camera quality just awesome,Overall performance GoodOne of my click 0 zoom and 3x Zoom.",Positive
No words just go and buy it😊,Neutral
"Worst battery backup, Not suitable for those who travel.",Negative
"normal phone, 8gig ram, 128gig storage okay good then? come to the performance, its better, yes.what about cam & pic quality? please don't ask. battery & charging? quick charging with 65W but drains quickly too. think and compare with other bands before you plan to buy this for 24999/- (no interested with samsung, or mi products so no nokia, motorola, sony obviously choice left with oppo, vivo or 1+)review update : (13-08-22) After recent Android update this phone is really serving its manufactured purpose.",Positive
It's a good product,Positive
Like this product....,Neutral
I am satisfied with the phone and camera,Positive
Pros: 1. Very fast charging. 65 wats2. Display quality is very good.3. In display fingerprint sensor.4. Dimensity 900 very smart processor5. Gorila glass 5 tough displayCons:  1.back is plastic very thin2. Scrach may appear even using case3. Camera is not top level as compared price4. Ram management is little poor,Negative
"One month experience,koi problem nhi hai.",Neutral
The Best Phone to Purchase in Handy Price... There is only one issue if you watch videos on OTT platform if you keep in the video on full-screen it get stuck and video starts to play slow rest every processor of phone is amazing...,Positive
Good quality,Positive
Best phone in budget,Positive
Sensor is good,Positive
Very light weight and value for money.Camera quality is too good in this price.,Positive
Overall performance is good but gets heat up very quickly. I recommend this to one whose budget is less and also want to have one plus.. It will surely not disappoint you✌,Positive
Good as expected,Positive
"I have no point of comparison except for my older oppo A83(2018) model. Thats an older model and yet very much better than the new ONE PLUS.  I should have gone for an Oppo newer model as replacement but wanted to try this.15 days after my purchase,  the phone fell down from a high table, maybe about 4-4.5 feet high and the screen broke.Now I have to shell another 8k to get it replaced. While at store, I met three other people who had come for screen replacement too as theirs also broke.  One guy was coming to get it replaced 2nd time.If you do however plan to purchase the phone,  go for a wallet style cover, because I dont think this phone can take any other type of case.My phone was in an open case provided by ONE PLUS and screen was covered with gorilla glass.My oppo falls down on an average 2-3 times a day,  and have had no issues in the past 3 years.... Except for the fact that the memory has become too less for me to accomodate all the apps,  I would have stuck to my oppo.Overall for a brand like ONE PLUS,  I expected better.😞 DISAPPOINTED!!!PROS : The fast charger is really awesome.  30 mins charges it to full. Thats the only feature I love about it.",Positive
after using one month i wirite this review1. Hang problem2. Screen Freez problem,Neutral
It's generating a lot of heat with a 5 min talk,Neutral
Sometimes Phone is getting hanged. Showing call symbol even after call disconnect.,Neutral
Data cable not working & No charging this cable.,Neutral
"Overall decent phoneCamera OKLight weightBetter UI , no bloatwares good pointNice DisplayOS 11 not updated should have been Android 12Mono Speakers average3.5 mm Jack fineColor option limited",Positive
Good Mobile,Positive
Camera 📸 poor,Negative
Very nice,Positive
Camera should be more good otherwise its an good phone,Positive
as,Neutral
Nice mobile,Positive
nice phone under this segment,Positive
"Fingerprint reader is very fast, battery life is Best,camera quality is not super but good",Positive
"Its unlike normal OnePlus mobiles, poor in user interface and functionalities.",Negative
Good product for this price,Positive
Nice,Positive
Very nice phone with best offer,Positive
Good product,Positive
Amazing clarity  in this product,Positive
I'm not that much satisfied with the camera quality but overall it's good to buy .,Positive
good phone in 20k budget,Positive
Good Product,Positive
Very nice camera quality,Positive
It's getting heat during charge and post that raised a complaint for this and inspection engineer found during charge it's getting heat but in app check it's showing gud but in actual when it's heat inspection person ask to visit centre. It must be replaced or resolution requireInitially one engineer called and close the ticket without resolution and mentione customer not available.,Negative
Battery life not good,Negative
Pros- Camera is fine- Overall performance is fine- Good screen size- UI is responsive- Charing is really very fast- Its 5G by the wayCons- No return policy- Gmail notification will not work in this phone.- Does not seems fit in this price range. We can get good phone in this price,Positive
Battery 🔋 life in average but takes very less time to recharge so it is okay. Camera is better than other phones of this range. Display is smooth and processor is as expected by one plus. I have previously used one plus 3T for 4 years. Definitely the quality of one plus phones is still up to mark. The only thing I didn't like is mirror back of phone as now a days better looking phones are available.,Positive
Good,Positive
The media could not be loaded.,Neutral
"Good budget 1+, bad battery life for some reason, amoled also not the best, but overall great for price",Positive
"I have exactly used it for 2 months , All the features are great and camera quality is absolutely mind-blowing.U r phone get charged immediately within 30 to 40 mins to 100%> And there is optimised charging mode which it detects automatically when you charge it at late nights so that over hours battery condition doens't get bad",Positive
Phone bar bar hange ho raha hai,Neutral
"As compared with MI Opp, It has better functionality.",Positive
Nice one,Positive
Camera quality is superb especially in night.Convenient user interface.Earphone and charging slots are seperate.Good graphics.Fast performance.Features are more than normal Android phone.This is must buy phone,Positive
"Sone time fingerprint no work properly, I am not satisfied this phone",Negative
Good phone,Positive
Speed is slower,Neutral
good,Positive
Average experience,Negative
"Camera quality avarage, needs to improve in this price segment, display are also good not best and other things are fine.",Positive
1.Camera quality is good2.Mediateck dimencity 900 processor works well3.Battery charge fast4.Battery life is good5.Fingerprint  needs some work6.Amoled displayed good7.Smooth operations8.No hanging and lagging9.Potrait mode need some workDon't be hesitate to buy this phone just go and buy,Neutral
Nice phone ।।।,Positive
The media could not be loaded.,Neutral
Good product,Positive
Finger print is decent 9 out of 10Battery life is excelent 10 out of 10Camera quality is good 8 out of 10Over all a decent phone of this brand in this price range,Positive
Good,Positive
GOOD,Positive
I ordered this hand set on 27th july  its not even a one month charger of this mobile is not working,Neutral
"Yr jb tumko iska lite version launch Krna hi tha toh phle hi bata dete ki iska light version bhi aayega toh m isko nhi leta or light version leta dono m koi khaas fark nhi h same h , balki light version aacha h",Positive
Osm,Neutral
I like this phone very awesome quality fingerprint sensor too fast battery long lasting and camera not like 1+ mobile but good in this price,Positive
One plus claim to have hdr 10+ certified dis play but it doesn't support hdr videos playing.otherwise all are good.,Positive
Display is not showing sharp resolution. Viewing images or videos doesn't show any difference. But normal usage the texts are not crisp.,Negative
Nice camera and battery life. Overall a good product.,Positive
First time OnePlus buyer... I knew the phones were good however never experienced it... Was using Redmi Note 7s for last 4 yrs.. Thought of switching to another brand..... OnePlus as always met expectations....,Positive
Superb phone under this segment,Positive
Good phone.,Positive
It's compitibale with high range...... And in this budget no one brand give this feature.... Must buy...... wonderfull.....,Positive
Performance is very important and it's here,Positive
Best Phone in this rate,Positive
"Pros:1. One plus mobile in range of 25k2. Resolved some bugs that was in Nord 2.3. Sound is good and much loud.4. Charging is fast, just need 25-30 mins for 0-100%5. Display is much bright and full HD.6. Dedicated Sim Slot to extend ROM7. Performance is smooth even heavy games and applications is installed.Cons:1. Camera is not that good as expected from ONE+ , photos in dark are good but not satisfied. If we zoom images, pixels get scattered and image quality falls.2. Screen Lock fingerprint sometimes does not recognize quickly and shows wrong finger error.3. Android OS is still 11, It should be current OS.",Positive
Very good mobile @ use time is smoothi opretion,Positive
Nice phone,Positive
Good I like the mobile at this price..,Positive
"There is a little voice break in between the call, don't know it is related to this particular model!",Positive
"Like  charging speed, battey life canera, display quality.DislikeSoftware issue it hangsa during call",Neutral
Camera is not good picture are more whitish rest all features aregood,Positive
Performance as per expected At this price range....Fingerprint reader Awesome 👍😎Battery 🔋 Normal'Camera 🤳 Good,Positive
It's good,Positive
The product is useful,Positive
Ok Good Not Bad...,Positive
Camera are not good,Negative
Smooth as feather fast as cheetah and durable,Positive
Good product,Positive
"Reduced one start because of camera quality and not having AMOLED display. Rest Phone works very smooth and 5G will make phones life longer. But yeah, I don't think there is any better phone with this price tag, because you have to sacrifice something to have something in the same price.",Positive
Battery quality is very bad 😞😞😞 and camera quality quality is good in starting but when not good,Negative
Good one,Positive
Phone hanging issue from day 1.... May be it is phone specific..but really disappointed,Negative
"We had an iPhone and I can say that OnePlus stood the test, it's great at the same time we bought this phone for wife and oppoA15s for me, although this OnePlus phone is double the price compared to my oppoA15s but still the quality of this OnePlus phone is 10 times better. I am not a customer who will give 5 stars just like that, it really exceeded expectations",Positive
As mentioned in other reviews this phone indeed has decent camera quality compared to other phones in this budget band. But I found other features that are unique to this phone mentioned below.1.  NFC ( I know small feature but no other phone includes this one under 25K)2.  65W Charging3.  Wi-Fi 64.  Wi-Fi Tethering5.  LDAC Codec supportedand trust me Bahamas Blue color is awesome!!!,Positive
"Good to buy , it is better phone",Positive
Nice phone.Worth every single penny,Positive
Phone is very slim and light weight having mirror look at backside.Camera quality is decent not so good for photography and 4k recording is also decent like 1080p recording.There is no heating issue with phone no lag still when I was using wifi with several apps open then it got stuck once when a call came but that's not happening frequently.Overall it's a nice phone with everything upto the mark and having decent camera and awesome speaker sound quality.,Positive
Reasonable price,Positive
Good phone,Positive
Product is running in good conditions,Positive
Super amazing super quality,Positive
"Nice phone looking good , touch also very soft, camera & picture quality  very good , slim handset & light weight to carrying in pocket.Battery backup also good..!!.",Positive
"The media could not be loaded.
                



 I have seen worst packing ever. No protection, nothing. It’s 20k phone. Not 20 rupees soap. Anyone can replace this product with anything. Be serious, and make genuine packing.",Negative
Switch off mobile charge No Sir,Neutral
Best quality is one plus,Positive
"Good phone, good experience, but a bit heavy.One drawback is that at the backside, camera is not at the same level as rest of the cover, it's a cm higher, which increases the chances of camera cover glass being scratched whever phone is kept anywhere.",Positive
Definitely not worth the price,Negative
"Very good phone at this price segment, especially when the brand name is one plus. After 1 wk of extensive use i don't find any problem as of yet. But one thing I must say, back camera quality can be a bit more better. There is no lagging, UI is super smooth",Positive
"Battery life is really good, camera is not up to mark, no hang problem",Positive
It was good product in budget,Positive
"It's very good Android 5g phone in this price, sufficient space of 128gb with 6gb ram. No issue as using more than 15 days.",Positive
"Oneplus making a poor quality camera phone in this range built quality is not up to mark and fingerprints sensor is not fast as it can. I think it will comes in only 10, 000 range, better to go with Samsung M series phones high price for this product.",Positive
Quality se compromise kiya gaya hai lekin thik h,Neutral
Value for money,Neutral
Battery backup not good,Negative
Working good,Positive
Camera quilty very poor veryyy bad like8 megapixel camera,Negative
"The 6.59-inch LCD display comes with 1080×2412 pixels and 401 PPI pixel density. The phone offers a 20:9 aspect ratio and a 120Hz refresh rate. OnePlus has tried to balance it out with support for a 120Hz refresh rate display. But that doesn’t take the focus away from the display being dull from some of the rivals in the segment. Coming back to the display performance, the OnePlus Nord CE 2 Lite 5G offers smooth animations, all thanks to the higher refresh rate. Mind you that the OnePlus Nord CE 2 Lite 5G packs a higher refresh rate than what we get on the OnePlus Nord CE 2, which is a bit costly.We had a good time using the OnePlus Nord CE 2 Lite 5G display as it supported HD content on popular OTT apps like Netflix and Amazon Prime. The panel is bright and offers swift colours. Though, we have to admit that it missed the punchiness of an AMOLED panel.Overall, it strikes a balance of an inferior panel and a fast refresh rate which should work well for most users in this price segment.",Positive
Like that product go for it,Neutral
One of the worst product launched by OnePlus,Negative
Battery wants6000,Neutral
Battery back up is not too goodCamera quality is goodFingerprint scanner working very fast,Positive
Wow,Positive
Good battery life and great camera,Positive
Very good mobile bute batter is low,Positive
"Great phone for its price, very user friendly and recommended for it battery",Positive
Excellent camera . Good photo quality... Issues with finger print reader..And also battery drains fast when just you tubing,Positive
to much hang problem,Positive
Not bad this mobile is good for ladies to use,Positive
I bought it for my mother. Being 1+ it was obvious choice for low rage phone. But camera quality isn’t good.,Positive
Nord ce 2 camera nd battery good quality,Positive
No defect at all I am using this phone from June 2022,Neutral
Poor camaraCopy device like Realme or other under 14k.Only placed brand name.If you want only brand name to show then it's good.,Positive
Excellent Battery lifeCould capture photos with good clarityVolume of the system is very good whether on call or and other mediaOnly point is one has to extend permission to each apps which took sometime to understandOverall happy with the functions of the procured system,Positive
All over exllent,Neutral
Nice phone with decent camera quality. Good customer care support by Amazon during delivery. Personally I would like to recommend to everyone to purchase lf your budget is around 18k,Positive
I am not setisfy camera quelity,Neutral
Facing slide up issue,Neutral
"It's one plus and asusual it's great with the budget smartphone, it's really good for people like me.",Positive
Oneplus Really A Brand. Value of Money.,Positive
Nice product,Positive
Battery charging speed is good,Positive
A most successful product from One+ in recent periods.,Positive
Looks,Neutral
Ok,Positive
This Phone's camera does not have many features. Like Still video. Camera quality is ok. Battery Drains Fast. Overall ratings 3/5. Look for better options.,Positive
"Good features, so fare it's been a month... And haven't faced any issue... Happy with it ☺️",Positive
"Battery life is decent, camera quality is good overall good phone in reasonable price",Positive
Nice,Positive
Best,Positive
Issue in touch screen. Double tap screen lock not working everytime. Issue in receiving calls. Processing speed slow. Sometime deep touch needed.,Negative
Rating after 6 month. Rating out of 5.Camra quality - 4Battery -3.5Sensors - 5Display Quality -5Phone look- 5Charging speed-5Overall performance -4.5,Neutral
Super helpful 👍,Positive
Enjoying using this mobile.,Positive
Good,Positive
"Phone is good but it hangs sometimes,back camera is nice front camera is ok ok but yes camera is so realistic overall phone is nice but main concern is it hangs that is biggest drawback.",Positive
Ek no.. Phone,Neutral
"The internet connectivity issues are there. Even we connected to 50mbps broadband it’s taking so much time to load the pages, YouTube etc",Positive
Good choice for a low cost luxury,Positive
"One and only plus point is its fast charging.battery charge lasts for only one day after full charging,for average user.camera is average.stylish appearance",Positive
Better chip needed. Like 778+ camera is ultimate.,Positive
Good,Positive
"The media could not be loaded.
                



 All is Okay, but not satisfied with the camera...No issues, no problem. All okay.",Positive
"Very good product with excellent camera quality, sound quality & overall performance",Positive
Good about quality but very soon get cracked,Positive
Valuable for money,Neutral
"Figure print sensor in very bad because when my friend figure print can be sensored and unlock the phone . Its was really very bad , shocking and not safely",Negative
Beat product at this range,Neutral
Fingerprint goodBattery life about 1 dayCamera good,Positive
Good,Positive
Very very very bad camera both front and back,Negative
Camera quality is good and also battery backup,Positive
"Good in all manner like speed, battery and camera",Positive
"Nice phone, camera, performance, battery life in this budget",Positive
"Ok battery is ok,",Positive
"Good product. Not as good as their premium models. Anyway better that mi and samsung, i ferl",Positive
Achhi Baat:1. Battery performance2. Fast Charging3. Very good Camera in Daylight but bad in dim lightBuri Baat:1. Performance of fingerprint reader2. Location of fingerprint reader3. User Interface is the worst part,Negative
ExcellentSo smooth and strong !!,Positive
Overall good bugget phone but front camera not good. Under 20k phone oneplus ka brand logo mil jata hai isliye other 20k phone se ye phone no1 par hai.,Positive
Good performance smartphone better camera performance battry performance good,Positive
The media could not be loaded.,Neutral
Nice phone,Positive
OnePlus in just 19000Satisfied from this product.,Neutral
Good Phone for usage. And good battery aswel . Cameras quality it's awesome again.  Overall superb worth for money we spend. :),Positive
Avarage.,Neutral
Fingerprint it's fast working camera quality good 👍🏻 better good 👍🏻😊,Positive
I like,Neutral
As a One plus handsate not performing better comparison to other one plus set.. overall condition good..not better..one more thing Camara quality is also not good.. performing is not better.. overall average mobile,Positive
"The media could not be loaded.
                



 I have purchased 2 phones, and Both are working fine..",Positive
On promotion they say finger print on screen but it is on  power button,Neutral
Very good phone.,Positive
"The media could not be loaded.
                



 Back pannel mirror is very nice .Display quality is also better.But in charging time phone is hot.And when I play PUBG phone is also warm and but he is quick cool because it has 5 layer cooler . Camera is batter but I want more",Positive
Processor is good but camera is okok,Positive
"Easy to use. Good camera, touch is fine. Fast charging",Positive
Speed charging,Neutral
Nice camera in very good battery backup,Positive
very good phone ....iqoo z3 is better then this phone,Positive
like this product,Neutral
Best mobile in price,Positive
"I purchased this phone few days back.. I was samsung user first.. Now Talking about oneplus nord ce 2 CONS: Its Battry life is average.. gives one day backup om heavy use. Secondly no stereo speakers that is major issue i faced. Camera quality is below average, and i personally didn't liked user interface. Samsung is really easy to use devise.Pros - light weight and feels premium, Display is very good and touch is so responsive, Gorilla Glass protection and very Fast Charging",Positive
"very good phone, just go for it",Positive
Display is darker it's not white and camera quality is not good waste of money due to brand name buy oppo or Vivo or redmi in very low price 15000 get better than this OnePlus quality phone,Negative
Don't buy this phone if you are expecting a good battery life from this,Positive
"Fingerprint good,battery life average and camera quality decent",Positive
20000 rupey phone should not perform like sub 15 k phone.. hangs sometimes.. not oneplus type feeling. Not recommended,Neutral
Very cool,Positive
5 rating out of 5,Neutral
All good,Positive
Touch screen is not good.While on calls the number gets automatically dialled,Neutral
Camera quality 7 out of 10 rest are ok,Positive
I have been using this phone for the past 3 to 4 days so I noticed a few pros and cons:Pros :1. light weight and the slimmest one2. Fast charging3. Offcourse very good display for Netflix and Amazon.4. Good performance not even a slightest lag I faced.5. Oxygen OS so no bloatware and ads.Cons:1. Camera is not that good and not that bad...average.2. Phone gets warmer while playing games and also while charging specifically between 20 to 80%.That is also I could notice.,Positive
"Mobile looks awesome and slim grip is good, camera is average, feel good in hand but back glass is still a problem in summer time as it looks very cheap when you see lots of finger prints on it with very less use.Every thing is fine but the best part is battery charging it just takes only 30-32 minutes to charge 100%Overall experience is good with this mobile.",Positive
I love this phone,Positive
"We all know about OnePlus device and how good they are, this is no exception. It's really good and budget smartphone",Positive
"Stereo speakers should be there , should improve camera quality.. overall it's good phone",Positive
Finger print kabhi kabhi ek bar me unlock nahi hota h. Battery and camera is very good,Positive
Battery Back up,Neutral
The camera quality in indoors is poor.using this mobile after 3 days...just disappointed with camera quality in indoors that's it...rest of the phone is flawless.,Positive
All is well except wallpaper visuals during night mode.,Neutral
Good phone with low budget.,Positive
Battery life is good,Positive
Good,Positive
I like overall,Neutral
I like this mobile for using camera and battery backup are  very good but finger print access can not work properly this is the disappointed factor in this mobileFor look wise it's pretty wellOverall i can give 3.5 rating out of 5,Positive
If u wanna buy this phone for normal uses it is good but the camera quality of phone is not good at all,Positive
This phone is very good,Positive
Isn't as good as i thought about 1 plus.,Positive
Battery draining very fastly.Audio is playing in the background automatically.Night Mode Camera is of average quality.,Positive
Like Fast Charging; Display claritydislike finger print sensor take time to identify; frequent mobile call network drop I noticed while using this phone; camera quality is good. Till now product is good. Purchased on 10th July,Positive
Aacha h,Neutral
Camera so average limited features,Negative
"Good product, but camera quality degrades with time",Positive
Mist dislike is no Recording function in such costly mobile which is very essential nowadays,Neutral
Good product and camera quality is owesome,Positive
"I am writing this review after 15 days of usage.The phone is excellent in class. It's faster, smarter and better. The best thing about it is the superfast 65W charging feature. It charges the phone from 15%-100% within half an hour. Camera quality is also impressive. This is the first time I am using a OnePlus phone and I am not regretting at all.",Positive
Good,Positive
I am using OnePlus from past two years and this phone i purchased for my sister and she is happy with the features and camera quality,Positive
Size comfart,Neutral
Battery capacity is quite low as compared to 5000Mah.,Neutral
Phone Badiya Lekin Camera thik thak h,Neutral
"Nice at this price range ,",Positive
Nice phone at reasonable price. The 65w charger is amazing as it charges the phone in very short time. I'll recommend a definite buy for this product,Positive
Pros.1. Low Cost got in 18k2. Sleek Look3. Good Camera Quality4. Fast ChargingCons.1. Finger print scanner on right side of phone. Not tht good2. More colors could be givenoverll 4.5,Positive
Not good,Negative
Good performance,Positive
"I really liked the amoLED screen, battery life is good plus the 65W charger is damn supportive.🙌🏻It would have been better if it came out of box as Android 12.🤌🏻Overall product is GOOD.....👌🏻👍🏻",Positive
"If want brand definitely go for it, Paisa vasul product looks very good, handy, sound, display, very good, camera averageNight pic not goodGo for it...",Positive
nice product,Positive
Review  after 3 weeks. Working good nice picture quality  fast processor great battery life,Positive
Phone is really good but the bad things about phone is battery will be drained in half day and while call it gets mute and WiFi connect automatically though it's turn off,Negative
"The media could not be loaded.
                



 Very nice product",Positive
Best budget phone,Positive
display quality not good front camera not good,Negative
Average product,Negative
Value for Money into 100000,Neutral
Nice,Positive
Camera quality is gud especially night mode. Fingerprint sensor is also great,Positive
It's a great phone. Phone works smoothly. Speaker volume is little less but quality is good. Blue looks better than black.,Positive
Phone is hanging some timeAuto,Neutral
"Phone is good overall but camera is not upto my expectations, camera quality could be improved.",Positive
Camera quality is very good and next level,Positive
All is well,Neutral
Good phone,Positive
Jst awsm,Neutral
"I have used below 20K Samsung and Redmi Phone till now.Samsung is the worst hanging phone so that i left using many years ago.Redmi provided good strength phone but i had some hanging,slow down and screen going black issues in my last Redmi phone.I have brought 8+128 version and it is working lighting fast. Camera is superb, battery is good,  charging is really fast and touch is way too much premium than redmi and samsung( below 20 K range). Thus for me it is a brilliant phone.",Positive
Video quality osms,Neutral
Money 💸,Neutral
I got my product delivered on 27/02/2022..since im using honor 10..flagship..kirin 970 chipset phone the performance of dimesity 900 doesnt seemed fast ...but performance is good as a mid ranger...camera is good and one can get the same performance in 12 to 14 k phone having 50 MP sensor or above..i liked the display.. phone sound is enough...firmware is oxygen os based on android 11...front and back both cameras are worth the range..fingerprint..face scan sensors are responsive..looks are subjective..but plastic back panel is giving cheap apperance..phone is a good mid ranger but priced a bit higher...,Positive
The media could not be loaded.,Neutral
For more details you can check am2pmtech YouTube channel. Full detailed description is there.,Positive
Nice affordable phone with latest features .... Especially anazing camera quality,Positive
"Good phone after applying various offers, you can get this phone at 17500, this price makes it lucrative. In addition, I exchange my phone, so I get this phone at a reasonable price.",Positive
Nice,Positive
"Hi Team Amazon,Very recently i got my one Plus Nord ce 2 delivered, I am facing certain issues like, while calling the opposite side person unable to hear my voice ...Even from handset mails are getting stuck in outbox,  and after restarting it is moving, the frequency is every 1 day it is happening,Why this prices is become defect.I am a prime customer of Amazon, kindly look into the matter and suggest me with replacement optionEven my phone does not show caller name on the screen and keypad also disappearing.ibspaoke with customer care also on this but there was no proper response.I am a prime customer of Amazon you may see my account history of purchases.After spending huge amount I never expected this type of service from such a big organization.Expecting a response to my all above questions",Positive
"Liked the camera . Battery drowns very fast and no features , not worth of money.. OK OK phone.. but not worth of money",Positive
Camera Like 10k Mobiles... Very disappointing...,Negative
Everything went well until I opened the camera seriously!!! Are you sure it have 64mp Cam wow it's a freaking scam 🤷‍♂ can't believe I payed 25k for the crap don't get me wrong display is awesome battery life is good front camera is OK for 16 MP but I really can't get over the back camera don't buy it if you interested in camera ✋,Positive
